Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Cuatro Vientos,40.3775814,-3.7924565,Cercanías Cuatro Vientos,40.37801096945191,-3.791627742943037,Train Station
Las Aguilas,40.3814589,-3.7803772,Cercanías Las Águilas,40.38139733980007,-3.7795865535736084,Train Station
Entrevias,40.380284,-3.6691818,Cercanías Asamblea de Madrid-Entrevías,40.381662687415954,-3.6678583644917726,Train Station
Los Jeronimos,40.418611,-3.6903516,Via 1 Recoletos,40.42063555042528,-3.69252268448756,Train Station
Los Jeronimos,40.418611,-3.6903516,Ave Madrid puertollano,40.41596683798434,-3.6944468379843403,Train
Los Jeronimos,40.418611,-3.6903516,Trenhotel,40.42215,-3.689322,Train
Pacifico,40.4013961,-3.6748832,Civia Madrid-Aranjuez,40.3996706288824,-3.67908391831666,Train
Castellana,40.43382275,-3.68400358245116,8302 Train Madrid To Toledo,40.43650238733663,-3.6887329176954626,Train
Castellana,40.43382275,-3.68400358245116,metro,40.435361,-3.688793,Train Station
Goya,40.4256052,-3.6743653201567,AVE 5410 Madrid-Valencia,40.426639,-3.67224,Train
Lista,40.43119915,-3.67550565570494,Pasillo de Diego de León,40.432397414227665,-3.6748883292887187,Platform
Recoletos,40.42417315,-3.68548726497414,Cercanías Recoletos,40.423328097639214,-3.6909449326533026,Train Station
Recoletos,40.42417315,-3.68548726497414,Via 2 Recoletos,40.42324863844765,-3.691159766896339,Train Station
Recoletos,40.42417315,-3.68548726497414,Trenhotel,40.42215,-3.689322,Train
Bellas Vistas,40.45226305,-3.70744452722191,Tren Regional R-598,40.45273445613624,-3.701852169880793,Train
Valdeacederas,40.4645454,-3.6950053,Dársena 37,40.466638,-3.690447,Platform
Valdeacederas,40.4645454,-3.6950053,Dársena 30,40.46630859375,-3.6897120475769043,Platform
Almendrales,40.3836929,-3.69909586882439,Cercanías 12 de Octubre,40.37937457190185,-3.6981868743896484,Train Station
Santa Eugenia,40.38340315,-3.61349307687978,Cercanías Santa Eugenia,40.38649521726066,-3.60944595007035,Train Station
Butarque,40.3399339,-3.67338785851676,AVE Madrid-Barcelona 03163,40.34049800109481,-3.6733389827745935,Train
Rosales,40.3558406,-3.68839888963864,Estación de Cercanías de Villaverde Bajo,40.35319516966643,-3.6841310860688794,Train Station
San Andres,40.3455389,-3.7109697,Cercanías Villaverde Alto,40.34117168154166,-3.712300658226013,Train Station
San Andres,40.3455389,-3.7109697,Altaria Madrid-Cartagena,40.348414458755684,-3.7076845911893983,Train
San Andres,40.3455389,-3.7109697,CC Villata Alto,40.34151323413555,-3.712035806905061,Train
San Andres,40.3455389,-3.7109697,Intercambiador Renfe/Metro/EMT Villaverde Alto,40.34126443297772,-3.712234048870766,Train Station
San Andres,40.3455389,-3.7109697,Greenvillage,40.341288186554614,-3.7116046333085686,Train Station
San Cristobal,40.34326305,-3.6883522973949,Cercanías San Cristóbal de Los Ángeles,40.34171004020327,-3.6838784680451786,Train Station
